id_aeroport;length_ft;le_identificateur;le_seuil_decale_ft;he_identificateur;he_seuil_decale_ft
TRO;4934;4;377;22;
TRQ;3707;14;;32;
TRR;7850;6;;24;
TRS;9843;9;656;27;
TRU;9920;2;;20;
TRV;11148;14;1332;32;522
TRW;6598;9;;27;263
TRZ;6115;9;515;27;
TSA;8547;10;;28;
TSB;4823;12;;30;
TSE;11484;4;;22;
TSF;7941;7;254;25;389
TSG;5000;12;;30;
TSG;5100;6;;24;
TSJ;6234;14;;32;
TSL;4735;16;;34;
TSM;5798;4;;22;
TSN;10499;16L;;34R;
TSN;10811;16R;;34L;
TSP;4031;11;285;29;375
TSQ;4921;5;;23;
TSR;11483;11;;29;
TST;6890;8;;26;
TSV;3609;7;;25;
TSV;7999;1;;19;
TSX;4501;8;;26;
TSY;3590;15;;33;
TTA;6562;3;;21;
TTB;3898;12;;30;
TTC;3920;15;;33;
TTD;5399;7;;25;
TTE;5875;14;;32;
TTG;4921;1;;19;
TTH;13123;17;;35;
TTJ;6562;10;;28;
TTN;4800;16;;34;
TTN;6006;6;;24;
TTO;4200;13;;31;
TTQ;3118;2;;20;
TTR;3440;12;;30;350
TTT;7999;4;;22;
TTU;7546;6;;24;
TTX;5643;12;;30;
TUA;8071;5;;23;
TUB;4921;3;;21;
TUC;9514;1;;19;
TUD;6562;6;;24;
TUF;7887;2;;20;
TUG;6455;17;;35;
TUH;6000;3;;21;
TUI;9843;10;;28;
TUK;6000;8;;26;
TUL;6101;18R;;36L;
TUL;7372;8;;26;
TUL;9999;18L;;36R;
TUM;3478;17;;35;
TUN;9318;11;;29;657
TUN;10499;1;;19;
TUO;4547;17;;35;
TUP;6500;18;;36;
TUR;6562;2;;20;
TUS;7000;3;841;21;
TUS;8408;11R;1410;29L;
TUS;10996;11L;;29R;
TUU;10007;13;;31;
TUU;10991;6;;24;
TUV;5512;7;;25;
TUX;4000;1;;19;
TVC;5379;18;270;36;
TVC;6501;10;;28;
TVF;6503;13;;31;
TVI;5000;14;;32;
TVI;5500;4;;22;
TVL;8544;18;;36;2037
TVU;3281;11;;29;
TVY;7005;16;;34;
TWA;3000;18;;36;
TWB;3678;11;;29;
TWD;3000;9;;27;850
TWF;3224;12;;30;
TWF;8703;7;;25;
TWU;8800;6;;24;
TWZ;3550;15;;33;131
TXF;4790;11;;29;
TXK;5200;13;641;31;
TXK;6601;4;;22;
TXL;7966;08R;341;26L;722
TXL;9918;08L;;26R;
TYB;3202;2;;20;
TYB;5026;15;;33;
TYE;3000;18;;36;
TYF;5219;16;367;34;
TYG;3543;18;;36;
TYL;8038;17;;35;
TYM;3030;17;;35;
TYN;10500;13;;31;
TYP;2952;8;;26;
TYR;4850;17;;35;
TYR;5200;13;;31;
TYR;7200;4;;22;
TYS;9000;05R;;23L;400
TYS;9005;05L;;23R;
TYT;3510;1;;19;
TYZ;7200;3;;21;200
TZC;4300;5;;23;
TZL;8152;9;;27;
TZM;5780;12;;30;
TZR;8205;16;;34;
TZX;8661;11;;29;
UAB;10000;5;;23;
UAI;3448;16;500;34;
UAK;6004;7;;25;
UAM;10558;06L;;24R;
UAM;11185;06R;;24L;
UAQ;8071;18;;36;
UBA;5771;17;;35;
UBJ;8200;7;;25;
UBP;9848;5;;23;
UBS;4500;18;;36;
UBT;3084;9;;27;
UBU;3126;10;;28;
UBU;3418;5;;23;
UCC;9000;14;;32;
UCE;5001;16;;34;
UCK;5446;7;;25;
UCY;5000;1;;19;
UDD;5002;10;;28;300
UDI;6398;4;;22;
UDJ;6686;10;;28;1765
UDR;7484;8;510;26;
UEE;4101;9;;27;
UEL;2980;9;;27;
UEL;5905;18;;36;
UEO;6562;3;;21;
UES;3598;18;;36;
UES;5848;10;;28;
UET;11970;13R;;31L;
UET;12000;13;;31;
UFA;8245;14L;;32R;
UFA;12339;14R;;32L;
UGA;6234;13;;31;
UGB;5280;12;;30;
UGC;11065;13;;31;
UGN;3751;14;500;32;
UGN;6000;5;;23;
UGO;6562;1;;19;
UGS;3100;6;;24;
UHE;4855;03L;;21R;
UHE;5544;03R;;21L;
UHE;6562;03C;;21C;
UIB;4593;13;;31;280
UIH;10010;15;;33;
UIL;4210;4;;22;1089
UIN;5125;13;;31;
UIN;5399;18;;36;
UIN;7098;4;;22;
UIO;13445;18;;36;
UIP;2657;4;;22;164
UIP;7054;10;344;28;
UIR;3629;6;;24;
UIR;5807;14;;32;
UKB;8202;9;;27;
UKI;4415;15;;33;
UKK;6088;12L;;30R;
UKK;8234;12;;30;
UKT;3201;11;;29;
ULA;6562;7;;25;
ULB;2789;9;;27;
ULD;3395;2;;20;692
ULD;5381;5;;23;
ULG;7874;13;;31;
ULM;2825;4;;22;
ULM;4401;15;;33;
ULN;6560;15;;33;
ULN;10170;14;;32;
ULP;3510;18;;36;
ULP;4898;9;;27;
ULQ;3495;1;212;19;
ULU;10314;17;;35;
ULY;16404;2;;20;
UME;7551;14;;32;196
UMM;3840;3;;21;
UMR;5295;12;;30;
UMR;7782;18;;36;
UMT;5583;6;;24;
UMU;4593;3;;21;
UNA;6234;2;;20;
UND;6558;11;;29;
UNG;3691;7;;25;
UNK;6004;15;;33;
UNN;6562;2;;20;
UNU;4027;2;;20;
UNU;5060;8;;26;
UOS;3699;6;;24;200
UOX;5600;9;;27;
UPB;7563;2;195;20;1315
UPG;8202;13;;31;
UPL;3281;4;;22;
UPN;7874;2;;20;
UPP;3800;7;;25;
URA;7874;4;;22;
URC;11811;7;;25;
URD;3190;8;295;26;
URE;2621;5;;23;
URE;4980;17;;35;
URG;2625;4;;22;
URG;4921;9;;27;
URO;5577;4;;22;
URS;8202;12;;30;
URT;9843;4;;22;
URY;10007;10;;28;
USA;7403;2;;20;652
USH;9186;7;591;25;525
USL;3280;1;;19;
USM;6759;17;853;35;983
USN;6561;18;;36;
USQ;8385;9;;27;
USS;5905;3;;21;
UST;2614;2;;20;
UST;2701;6;;24;
UST;5000;12W;;30W;
UST;7996;13;1058;31;800
UST;12000;17W;;35W;
UST;12000;18W;;36W;
USU;3300;8;;26;
UTA;3117;12;;30;
UTB;3608;4;;22;
UTH;10000;12;;30;
UTI;6562;7;;25;
UTM;7000;17;;35;
UTN;2736;8;;26;
UTN;16076;17;;35;
UTO;4100;6;;24;
UTP;11500;18;;36;
UTT;4921;9;;27;
UTT;6562;14;;32;
UTW;3937;12;;30;
UUA;6561;1;;19;
UUD;4630;14;;32;
UUD;6700;08L;;26R;
UUD;9780;8;;26;
UUK;6000;5;;23;
UUN;7217;18;983;36;983
UUS;11155;1;;19;2080
UVA;5255;15;;33;
UVE;3609;13;328;31;
UVF;9003;10;;28;493
UVL;11483;18;;36;
UVO;2756;7;;25;
UYL;9880;4;;22;
UZU;7054;1;;19;
VAA;8727;16;;34;525
VAC;3051;9;;27;
VAD;8000;18R;;36L;
VAD;9300;18L;;36R;
VAF;3914;01L;;19R;
VAF;6890;1;837;19;410
VAG;4921;4;;22;
VAI;5775;12;460;30;
VAK;3200;2;;20;
VAL;5906;4;;22;
VAN;9022;3;;21;
VAO;2789;4;;22;
VAP;2789;18;;36;
VAR;8202;9;;27;
VAS;12503;1;;19;
VAV;5593;8;980;26;1655
VAW;3707;15;197;33;148
VBG;15000;12;;30;
VBP;10024;17;;35;
VBS;9810;14;984;32;640
VBY;3611;10;;28;
VBY;6562;3;;21;
VCA;7886;6;;24;
VCD;3589;9;;27;
VCE;9121;04L;308;22R;
VCE;10827;04R;;22L;
VCL;10300;13;;31;
VCP;10630;15;;33;
VCR;4860;10;;28;
VCS;6046;11;;29;
VCT;4200;6;;24;
VCT;4643;12R;431;30L;551
VCT;4899;17;;35;
VCT;9101;12L;;30R;
VCV;9138;3;;21;
VCV;15050;17;4000;35;
VDA;8530;02L;492;20R;492
VDA;9843;02R;492;20L;492
VDB;6722;15;479;33;207
VDC;5823;15;;33;
VDE;4101;16;;34;
VDI;5000;13;;31;
VDI;6003;6;;24;
VDM;4954;2;;20;
VDM;8366;10;;28;
VDP;4921;8;;26;
VDR;4593;17;;35;500
VDS;3271;8;;26;
VDY;5049;13;426;31;1161
VDZ;6508;6;;24;
VEE;4000;4;;22;
VEL;4108;7;;25;
VEL;6201;16;;34;
VER;4997;9;;27;
VER;7874;18;;36;
VEX;3200;3;;21;
VEX;4501;12;;30;
VEY;3806;3;;21;
VEY;3953;12;;30;
VFA;7708;12;;30;
VGA;7900;8;984;26;
VGO;7874;2;;20;
VGT;4202;12L;;30R;202
VGT;5000;12R;;30L;
VGT;5004;7;;25;
VGZ;4320;16;;34;
VHC;11155;14;2953;32;
VHM;4928;10;;28;793
VHN;5353;7;;25;
VHN;6000;3;;21;
VHY;7218;1;;19;
VIA;4790;10;;28;
VIE;11483;11;;29;
VIE;11811;16;;34;
VIG;10645;9;;27;1628
VIH;5500;4;213;22;
VIH;5500;13;;31;
VII;7875;17;;35;
VIL;9842;3;;21;
VIR;3035;5;;23;
VIS;6559;12;275;30;
VIT;11483;4;;22;
VIX;5741;5;;23;
VIY;5948;9;;27;
VJI;4471;6;;24;
VKG;4921;8;;26;
VKO;9842;6;;24;
VKO;10039;1;;19;
VKS;5000;1;300;19;480
VLA;3001;9;;27;
VLA;3752;18;;36;
VLC;5394;4;;22;
VLC;8858;12;;30;
VLD;3636;13;;31;
VLD;5598;4;;22;
VLD;6302;17;;35;
VLE;4199;1;;19;
VLG;5709;11;540;29;200
VLI;3310;11R;;29L;
VLI;8530;11;;29;
VLL;2976;15;;33;
VLL;9843;5;;23;
VLM;4918;18;;36;
VLN;9842;10;;28;
VLP;4429;7;;25;
VLR;4624;10;;28;
VLS;2625;15;;33;
VLV;6791;3;150;21;
VLY;5377;1;;19;221
VLY;7513;13;;31;
VME;7874;10;;28;
VME;7874;6;;24;
VMU;2953;4;;22;
VNC;4999;13;;31;
VNC;5000;4;;22;294
VNE;3363;8;328;26;
VNE;5020;4;;22;
VNO;8251;2;;20;
VNS;7238;9;764;27;
VNT;4259;3;;21;
VNX;4823;17;;35;
VNY;4011;16L;1431;34R;
VNY;8001;16R;1431;34L;
VOD;8203;10;;28;
VOG;5575;11R;;29L;
VOG;8101;11;;29;
VOH;4236;14;;32;
VOK;9000;9;;27;
VOL;9052;8;;26;
VOT;4921;5;;23;
VOZ;7546;12;230;30;203
VPE;10640;13;;31;
VPN;3061;5;;23;
VPS;10012;1;;19;
VPS;12005;12;;30;
VPY;7874;1;;19;
VPZ;4000;18;;36;
VPZ;7000;9;500;27;
VQQ;8002;09L;;27R;
VQQ;8003;09R;;27L;
VQQ;8003;18R;;36L;
VQQ;12504;18L;;36R;
VQS;4301;9;896;27;
VRA;11490;6;;24;
VRB;3504;12L;;30R;
VRB;4974;4;;22;
VRB;7314;12R;;30L;
VRC;5118;6;345;24;
VRE;4265;8;;26;
VRK;6562;14;;32;
VRL;3107;2;;20;
VRN;10064;4;189;22;1345
VRO;4850;6;305;24;305
VRS;2805;7;;25;
VRU;3937;18;;36;
VSA;7218;8;;26;
VSE;4015;1;192;19;214
VSF;3001;11;;29;
VSF;5498;5;;23;
VSG;9450;9;;27;
VSK;4008;2;;20;
VST;8468;1;1312;19;
VTB;8550;6;;24;
VTE;9843;13;;31;
VTM;2806;15;;33;
VTM;8395;08R;;26L;
VTM;8530;08L;;26R;
VTM;10991;08C;;26C;
VTN;2807;3;;21;
VTN;4700;14;;32;
VTU;5971;5;328;23;
VTZ;6000;5;167;23;
VUP;6890;2;;20;
VVC;5616;5;;23;
VVI;11483;16;;34;
VVO;11483;07R;;25L;
VVZ;9843;9;;27;
VXC;8300;8;;26;
VXE;6561;7;548;25;
VXO;6900;1;;19;
VYS;6000;18;;36;
WAA;4000;18;;36;
WAE;10007;10;;28;
WAF;2993;9;;27;
WAG;2756;11R;197;29L;
WAG;2877;8;328;26;360
WAG;2959;14;;32;
WAG;4521;11C;79;29C;108
WAH;3280;3;;21;
WAH;5100;15;;33;
WAI;4921;1;;19;
WAL;4808;17;;35;
WAL;8005;10;;28;
WAL;8749;4;;22;
WAP;2986;7;;25;
WAT;4701;3;295;21;470
WAV;3805;14;;32;
WAW;9186;11;;29;1640
WAW;12106;15;;33;
WAX;5906;6;;24;
WAY;3500;9;;27;
WAZ;4922;9;;27;
WBB;3000;5;;23;
WBC;2625;14;;32;
WBG;8003;5;;23;
WBM;5052;14;;32;239
WBQ;3954;5;;23;
WBR;2700;14;;32;
WBR;4300;9;;27;
WBU;4100;8;;26;
WBU;4100;08G;;26G;
WBW;3376;7;;25;
WCA;3281;15;;33;
WCH;4670;13;105;31;
WCR;3000;4;;22;
WDG;3149;13;112;31;
WDG;6389;17;89;35;
WDH;5000;16;;34;
WDH;15010;8;;26;
WDI;4606;18;;36;
WDN;2700;14;;32;
WDR;3610;5;;23;
WDR;5500;13;;31;340
WEA;2889;17;;35;
WEH;8530;2;;20;
WEI;5397;12;;30;
WEW;3730;4;;22;
WFI;4101;8;;26;
WFK;4600;14;;32;
WGA;5007;12;;30;
WGA;5801;5;;23;
WGE;3783;18;;36;
WGE;5335;5;;23;
WGO;5500;14;;32;
WGP;5415;15;;33;
WGT;5381;18;;36;
WHF;6562;6;;24;
WHK;4200;09L;;27R;
WHO;2628;10;;28;
WHP;4120;12;939;30;478
WHT;5004;14;;32;
WIB;4304;16;;34;
WIB;5099;2;;20;
WIC;3399;8;;26;
WIC;5988;13;820;31;1017
WIE;7065;7;;25;121
WIL;4798;7;;25;
WIL;5052;14;246;32;
WIN;2920;5;;23;
WIN;4600;14;;32;
WIO;3051;3;;21;
WIO;3701;9;;27;
WIR;3000;16;;34;
WJF;7201;6;;24;
WJR;9193;15;;33;
WJU;9000;3;;21;
WKA;3937;11;;29;
WKB;2503;17;;35;
WKB;4501;8;;26;
WKF;6299;6;;24;
WKF;11001;1;;19;
WKJ;6560;8;;26;
WLA;2952;8;;26;
WLA;4265;14;;32;
WLC;2801;13;;31;
WLC;5167;6;;24;
WLD;3137;13;;31;
WLD;5505;17;;35;
WLE;3608;4;;22;
WLG;6352;16;210;34;210
WLK;2659;9;;27;
WLK;3002;4;;22;
WLL;4199;8;;26;
WLO;3182;10;;28;
WLS;6890;8;;26;
WLW;4210;13;;31;
WLW;4506;16;;34;
WMB;3507;4;;22;
WMB;4501;13;;31;
WMC;4800;2;;20;
WMC;7000;14;;32;
WME;5896;11;;29;
WMH;5001;5;;23;
WMI;8202;8;;26;
WMN;4265;14;;32;
WMO;3000;15;;33;
WMR;4101;11;;29;
WMX;5436;15;;33;
WNA;3248;16;;34;
WND;4921;14;;32;
WNN;3500;16;;34;
WNP;4599;4;;22;
WNR;4508;4;;22;
WNS;8999;2;;20;
WOE;7996;7;;25;
WOL;4367;8;;26;318
WOL;5967;16;;34;577
WON;4035;11;;29;
WOT;3051;2;181;20;181
WOW;4400;13;;31;
WPA;4167;7;;25;
WPC;6600;7;400;25;1200
WPK;3001;6;;24;
WPO;4500;5;;23;
WPR;2614;3;;21;
WPR;8202;9;;27;
WPU;4724;8;;26;
WRB;12001;15;;33;
WRE;3599;6;;24;
WRG;5999;10;;28;
WRI;7140;18;;36;
WRI;10001;6;;24;
WRL;2501;10;;28;
WRL;7005;16;;34;
WRO;8202;11;;29;
WRW;6561;3;;21;
WRW;6561;13;;31;
WRZ;4000;7;;25;
WSD;6125;9;;27;
WSG;5000;9;;27;
WSH;4200;6;;24;
WSH;4224;15;;33;
WSN;3314;12;;30;
WST;3960;14;;32;750
WST;4010;7;;25;
WSY;3608;14;;32;
WSZ;4200;4;;22;
WTB;9416;12;;30;
WTK;4000;1;;19;
WTL;3025;2;;20;
WTN;9000;2;;20;
WTR;6288;1;;19;250
WTZ;3822;4;;22;
WUD;3081;7;;25;
WUD;4954;14;;32;
WUH;11155;04L;;22R;
WUN;3999;3;;21;
WUN;5942;15;;33;
WUU;7644;9;;27;
WVB;7001;9;;27;
WVI;3999;8;;26;
WVI;4501;2;;20;590
WVK;3886;5;;23;
WVL;5500;5;;23;
WVN;4787;2;741;20;827
WWA;3700;3;;21;
WWD;4998;1;;19;80
WWD;4998;10;;28;
WWI;4593;15;;33;
WWK;5234;10;;28;
WWR;2501;5;;23;
WWR;5502;17;;35;
WWY;2559;4;;22;
WWY;5200;9;;27;
WYA;4619;5;;23;
WYA;5531;17;;35;
WYN;3287;18;;36;
WYN;5272;12;;30;
WYS;8399;1;;19;
XAP;6768;11;;29;
XBE;3500;7;;25;
XBJ;7093;8;;26;
XBJ;9521;10;820;28;
XBR;4500;4;;22;
XBX;3937;10;;28;
XCH;6900;18;;36;
XCL;5280;16;;34;
XCM;5000;6;;24;
XCP;2953;5;;23;
XCR;12664;10;361;28;361
XCZ;4921;11;;29;656
XDA;2625;8;;26;
XFW;8629;5;341;23;2474
XGN;7400;3;;21;
XGR;3521;16;;34;
XIC;11811;18;;36;
XIY;9842;5;;23;
XJD;12303;16;;34;
XJM;5000;14;500;32;
XKH;8555;7;;25;
XKS;3500;3;;21;
XLB;3500;2;;20;
XLN;3232;17;;35;
XLS;6230;18;;36;
XMC;2890;7;;25;
XMC;3372;18;;36;
XMD;2600;3;;21;
XMD;5000;15;;33;
XME;2625;05L;;23R;
XME;4265;05R;;23L;
XMG;2900;17;;35;
XMH;3051;5;;23;
XML;4560;15;;33;
XMN;11155;5;490;23;660
XMS;8202;1;;19;
XMW;3215;14;623;32;705
XNA;8800;16;;34;
XOG;7909;15;;33;
XPK;3000;15;;33;
XPL;8008;17;;35;
XPP;2500;9;;27;
XPR;3003;6;;24;
XPR;5000;12;;30;
XQC;11490;14;;32;
XQC;11495;12;;30;
XQP;3609;4;;22;
XQU;3565;11;500;29;226
XRH;7001;10;;28;
XRR;5000;8;;26;
XRY;7546;2;;20;
XSC;5991;11;;29;
XSD;12002;14;;32;
XSI;2600;18;;36;
XSP;6023;3;;21;
XTG;2776;4;;22;
XTG;4800;13;;31;
XTL;3200;6;;24;
XTO;3579;8;;26;
XTO;3608;12;;30;
XTR;4803;17;;35;
XUZ;11548;9;;27;
XVS;5610;11;568;29;385
XXN;11778;12;;30;
XXN;13288;1;2461;19;
YAA;3930;13;;31;
YAB;3935;13;;31;
YAC;3900;11;;29;
YAG;2600;3;;21;
YAG;4500;12;;30;
YAH;5000;9;;27;
YAI;5740;4;;22;
YAK;6475;2;;20;
YAK;7745;11;;29;
YAL;2900;9;;27;
YAM;6000;4;;22;
YAM;6000;12;;30;
YAO;6519;3;;21;
YAP;6000;7;;25;
YAR;5000;11;;29;
YAT;3500;6;;24;
YAU;6529;11;;29;
YAX;3600;12;;30;
YAY;4000;10;;28;
YAZ;4997;11;500;29;
YAZ;4999;7;720;25;350
YAZ;5000;16;200;34;870
YBA;3000;18;;36;
YBB;5000;5;;23;
YBC;6000;10;;28;
YBE;3930;6;;24;
YBG;6000;18;;36;
YBG;10000;11;;29;
YBI;2500;16;;34;
YBK;4200;16T;;34T;
YBL;5000;11;;29;
YBO;4200;14;;32;
YBR;3000;14;;32;
YBR;6500;8;;26;
YBS;4850;12;;30;
YBT;3500;3;;21;
YBV;2900;8;;26;
YBX;4500;5;;23;
YBY;4433;7;;25;512
YCB;5000;13T;;31T;
YCC;3500;10;;28;
YCD;6602;16;197;34;1002
YCE;4400;16;;34;
YCE;5012;10;;28;
YCG;5300;15;;33;
YCH;10006;9;;27;
YCL;6000;12;;30;
YCM;2500;1;;19;
YCM;5000;6;;24;
YCN;4500;13;;31;
YCO;5500;12T;;30T;
YCQ;4484;5;;23;
YCR;3990;5;;23;
YCS;3600;12T;;30T;
YCT;3000;11;;29;
YCW;3990;7;;25;
YCY;3500;02T;;20T;
YCZ;6003;15;;33;820
YDA;5000;2;;20;
YDB;5000;10;;28;
YDC;5066;14;761;32;344
YDF;8005;7;;25;
YDG;3950;6;;24;
YDJ;6000;7;;25;
YDL;6000;2;;20;400
YDN;2700;8;;26;
YDN;5000;14;;32;
YDO;4971;11;;29;
YDQ;5000;6;;24;
YDT;3755;12;;30;
YDT;5606;7;;25;600
YDU;6150;2;;20;
YDV;3000;18;;36;
YEB;2850;11;;29;900
YEB;4415;18;;36;
YEC;9000;10;;28;
YEG;10200;12;;30;
YEG;11000;2;;20;
YEI;9818;07L;;25R;
YEI;9818;07R;;25L;
YEK;4000;15T;;33T;
YEL;4500;12;;30;
YEM;3500;2;;20;
YEN;3000;15;;33;
YEN;5000;8;;26;
YEO;4797;4;;22;
YEO;7580;9;;27;76
YER;3500;15;;33;
YES;8522;13;;31;
YET;6000;7;594;25;484
YEU;4836;10T;;28T;
YEV;6000;6;;24;
YEY;5000;14;;32;
YFA;3500;10;;28;
YFB;8605;16;;34;
YFC;6000;15;;33;
YFC;8005;9;;27;
YFE;5000;9;;27;
YFG;4900;10;;28;
YFH;3500;9;;27;
YFI;6890;16;;34;
YFO;5000;18;;36;
YFR;4000;12;;30;655
YFS;6000;14;;32;
YGB;3000;14;;32;
YGC;5000;8;;26;
YGH;3000;6;;24;
YGJ;8202;7;;25;
YGK;3933;7;;25;
YGK;5000;1;365;19;
YGL;6500;13;;31;
YGM;6800;15;;33;
YGO;3420;14;;32;
YGP;4500;11;;29;
YGQ;5000;8;;26;
YGR;3600;16;;34;
YGR;4500;7;;25;
YGT;3800;15T;;33T;
YGV;4500;9;;27;
YGW;5052;4;;22;
YGX;5000;5;;23;
YHA;2500;12;;30;
YHB;5000;5;;23;
YHD;6000;11;;29;200
YHE;3960;7;;25;
YHF;4500;4;;22;
YHI;4300;06T;;24T;
YHK;4400;13T;;31T;
YHM;6000;6;;24;
YHM;10000;12;1600;30;400
YHN;3500;7;;25;
YHO;2500;7;;25;
YHP;3500;13;;31;
YHR;4500;8;;26;
YHT;5000;4;;22;
YHU;2800;10;;28;
YHU;3920;06R;;24L;
YHU;7840;06L;1100;24R;
YHY;4001;5;;23;
YHY;6000;14;;32;
YHZ;7700;14;;32;
YHZ;10500;5;;23;361
YIB;3500;4;;22;
YIF;4590;2;;20;
YIK;3521;8;;26;
YIO;4000;02T;;20T;
YIP;6511;09R;;27L;
YIP;6655;05L;;23R;
YIP;6914;14;;32;
YIP;7294;09L;;27R;
YIP;7526;05R;;23L;
YIV;4000;12;;30;
YJA;3990;13;;31;
YJF;3000;2;;20;
YJN;2765;6;;24;
YJN;4000;11;600;29;
YJP;4300;2;;20;300
YJT;3900;2;;20;
YJT;10000;9;;27;
YKA;6000;8;;26;
YKC;5200;2;;20;
YKD;4085;13;;31;
YKE;3950;3;;21;
YKF;4100;14;;32;
YKF;7002;8;;26;
YKG;3521;4;;22;
YKJ;5200;3;;21;
YKL;5000;18;;36;
YKM;3835;4;;22;
YKM;7603;9;;27;
YKN;3380;1;;19;
YKN;6095;13;;31;
YKQ;3500;6;;24;
YKS;11155;05R;;23L;
YKU;3792;14;;32;
YKX;4500;8;;26;
YKY;3507;7;;25;
YKZ;2694;3;;21;
YKZ;3897;15;;33;
YLB;5700;11;;29;
YLD;3000;5;;23;
YLD;5000;10;;28;
YLG;3608;6;;24;
YLG;4593;12;;30;
YLH;3500;8;;26;
YLI;4921;15;;33;
YLJ;5000;9;;27;
YLK;6001;10;;28;303
YLL;5577;8;;26;
YLQ;5000;1;;19;
YLR;3000;18;;36;
YLS;3712;15;;33;
YLT;5500;05T;;23T;
YLW;8900;16;1200;34;400
YLY;2743;7;648;25;337
YMA;4856;6;;24;
YMB;4000;3;;21;
YME;5500;9;;27;
YMG;3600;5;;23;
YMH;2500;11;;29;
YMJ;3400;3;;21;
YMJ;7280;11R;;29L;
YMJ;8326;11L;;29R;
YML;4500;15;;33;
YMM;7503;7;;25;500
YMN;2500;10;;28;
YMO;3500;14;;32;
YMO;4000;6;;24;
YMP;3600;11;;29;
YMS;5912;9;;27;
YMT;6496;5;;23;
YMW;4920;3;;21;
YMX;8852;11;;29;
YMX;12000;6;;24;
YNA;4494;14;;32;
YNB;10532;10;;28;
YNC;3510;10;;28;
YND;6000;9;;27;
YNE;3922;5;;23;
YNG;3500;143;;323;
YNG;5002;5;;23;
YNG;9003;14;;32;
YNH;5200;5;200;23;200
YNJ;8530;9;;27;
YNL;6000;15;;33;
YNM;5000;15;;33;
YNO;3500;13;;31;
YNS;5000;9;;27;
YNT;8530;4;;22;
YNY;8202;15;;33;
YOA;6411;02T;;20T;
YOC;4900;3;300;21;200
YOD;8270;4;;22;
YOD;10000;13R;;31L;
YOD;12600;13L;;31R;
YOE;2953;7;;25;
YOG;3500;9;;27;
YOH;3270;4;;22;
YOJ;5000;13;;31;
YOL;9840;17;;35;
YON;4154;12;;30;
YOO;2654;5;;23;
YOO;4000;12;;30;
YOP;4539;9;;27;
YOS;3932;18;;36;
YOT;3331;2;;20;
YOW;3300;4;250;22;
YOW;8000;7;;25;
YOW;10000;14;;32;
YPA;2500;16;;34;
YPA;5000;8;;26;
YPB;3952;12;;30;
YPC;4000;02T;;20T;
YPD;4000;17;;35;
YPE;5000;4;;22;
YPG;2520;8;;26;
YPG;3045;1;;19;
YPG;3130;13L;;31R;
YPG;7000;13R;;31L;
YPH;3500;7;;25;
YPJ;3521;5;;23;
YPL;4921;9;;27;
YPM;3500;9;;27;
YPN;4886;11;;29;
YPQ;7000;9;;27;1651
YPR;6000;13;;31;
YPS;5000;11;;29;
YPW;3627;9;;27;
YPX;5013;1;;19;
YPY;5000;3;;21;
YPZ;5000;11;;29;
YQA;6000;18;800;36;
YQB;5700;12;;30;
YQB;9000;6;;24;
YQC;3520;1;;19;
YQD;5901;13;;31;
YQF;3449;11;;29;
YQF;5528;16;;34;
YQG;5150;12;570;30;325
YQG;9000;7;902;25;1143
YQH;5500;8;;26;
YQI;5000;15;;33;
YQI;6000;6;;24;
YQK;5800;8;;26;
YQL;5500;12;;30;
YQL;6500;5;;23;
YQM;8000;11;;29;
YQM;10001;6;;24;
YQN;3500;9;;27;
YQQ;5000;18;;36;
YQQ;10000;12;;30;
YQR;6200;8;;26;
YQR;7900;13;;31;
YQS;2607;3;;21;
YQS;2610;15;;33;
YQS;5013;9;;27;
YQT;5300;12;;30;
YQT;7318;7;;25;
YQU;6200;7;;25;
YQU;8502;12;400;30;
YQV;3000;12;;30;
YQV;4800;3;;21;
YQW;2565;6;;24;
YQW;5000;12;;30;
YQX;8900;13;;31;
YQX;10200;3;;21;
YQY;5997;18;;36;
YQY;7070;6;;24;
YQZ;5500;13;;31;
YRB;6500;17T;;35T;
YRF;2500;9;;27;
YRG;2500;12;;30;
YRI;6000;5;;23;
YRJ;5000;16;;34;
YRL;5000;8;;26;
YRM;5500;13;;31;
YRO;3300;9;200;27;200
YRQ;6000;5;;23;
YRS;3000;8;;26;
YRT;6000;13T;;31T;
YRV;4800;12;;30;300
YSB;5000;12;;30;
YSB;6600;4;;22;
YSC;6000;13;;31;
YSC;6000;14;;32;
YSF;5050;6;;24;
YSG;2996;08T;;26T;
YSH;4000;6;;24;
YSJ;5100;14;;32;
YSJ;7000;5;;23;
YSK;3800;9;;27;
YSL;4000;18;;36;
YSM;6000;11;;29;
YSN;4260;14;;32;
YSO;2500;6;;24;
YSP;3933;16;;34;200
YST;3400;4;;22;
YSU;8000;6;;24;
YSY;4000;08T;;26T;
YTA;5000;17;;35;
YTE;4000;13T;;31T;
YTF;4300;13;;31;
YTH;2500;14;;32;
YTH;5800;5;;23;
YTL;3900;14;;32;
YTM;5587;3;;21;
YTQ;3519;6;;24;
YTR;3025;13;;31;
YTR;10000;6;1000;24;1000
YTS;4903;10;;28;
YTS;6000;3;;21;
YTT;3000;14;;32;
YTY;7874;17L;;35R;
YTZ;2780;15;;33;
YTZ;2933;6;;24;
YTZ;3988;8;;26;
YUB;5000;9;200;27;200
YUD;3500;3;;21;
YUE;4724;12;;30;
YUL;7000;10;;28;
YUL;9600;06R;;24L;
YUL;11000;06L;;24R;
YUM;5710;17;;35;
YUM;6145;8;;26;
