id_aeroport;length_ft;le_identificateur;le_seuil_decale_ft;he_identificateur;he_seuil_decale_ft
EDW;15024;04R;;22L;
EED;4235;2;;20;
EED;5005;11;;29;
EEK;3243;17;;35;
EEN;4001;14;;32;1100
EEN;6201;2;;20;
EFD;4609;17L;;35R;
EFD;9001;17R;;35L;
EFK;4000;5;;23;
EFK;4000;18;;36;
EFL;7992;14;;32;912
EFW;3200;14;;32;
EGC;7234;10;687;28;804
EGE;9000;7;;25;1000
EGH;7874;8;;26;656
EGI;3500;180;;360;
EGI;8000;18;;36;
EGM;3002;10;;28;
EGN;5305;4;;22;
EGN;6194;11;;29;
EGO;7546;11;;29;
EGO;7930;12;;30;
EGP;5506;13;;31;
EGS;6562;4;502;22;
EGV;3400;13;;31;
EGV;5000;4;;22;
EGX;5600;12;;30;
EHL;4265;18;;36;
EHM;3950;14;;32;
EIB;5643;10;;28;722
EIH;3937;17;;35;
EIL;14530;14;;32;
EIN;9843;3;821;21;821
EIS;4642;7;489;25;195
EIY;3943;1;;19;
EJA;5905;4;;22;
EJH;10007;15;;33;
EKA;3000;12;;30;
EKD;3205;13;;31;
EKI;2500;8;;26;
EKI;4001;18;;36;
EKI;6500;9;;27;
EKN;4501;5;;23;
EKN;4543;14;;32;1390
EKO;2871;12;;30;
EKO;7214;5;;23;795
EKT;6187;18;;36;
EKX;6001;5;;23;
ELA;3801;17;;35;
ELB;3985;10;;28;
ELC;4724;10;;28;
ELD;6600;4;;22;
ELF;5010;18;;36;
ELF;9744;5;;23;
ELG;5906;10;;28;
ELG;9843;18;;36;
ELH;6020;7;;25;
ELI;3401;1;;19;
ELK;5400;17;;35;
ELM;5404;10;;28;400
ELM;7000;6;;24;
ELN;4300;11;;29;
ELN;5590;7;;25;
ELO;4695;1;;19;
ELP;5493;08L;;26R;
ELP;9025;08R;;26L;
ELP;12020;4;;22;
ELQ;9843;15;;33;
ELS;5200;6;;24;
ELS;6362;11;;29;
ELT;9843;10;;28;
ELU;6562;2;;20;
ELU;9843;13;;31;
ELY;4814;12;;30;
ELY;6018;18;;36;
ELZ;5302;10;400;28;
EMA;9491;9;590;27;426
EMD;3038;15;;33;
EMD;6234;6;;24;
EME;4265;7;656;25;328
EMK;4601;16;;34;
EML;8208;4;363;22;596
EMM;2850;4;100;22;
EMM;3250;10;;28;
EMM;8200;16;;34;
EMN;6890;9;;27;
EMP;3875;6;;24;
EMP;4999;1;;19;
EMT;3995;1;290;19;641
EMX;3150;2;;20;
EMX;3478;10;;28;
EMX;4961;6;;24;
EMY;9842;16L;;34R;
EMY;9842;16R;;34L;
ENA;4600;01W;;19W;
ENA;7576;01L;;19R;
ENB;4429;3;;21;
ENC;4593;3;;21;
END;5024;17L;;35R;
END;9202;17C;;35C;
END;9202;17R;;35L;
ENE;5440;9;;27;
ENF;6565;3;;21;
ENK;4350;15;328;33;1093
ENL;3300;9;300;27;300
ENL;5001;18;;36;
ENN;2520;04R;;22L;
ENN;3601;04W;;22W;
ENN;4600;04L;;22R;
ENO;4265;5;;23;
ENS;6558;11;792;29;397
ENS;9801;5;935;23;972
ENT;7700;6;;24;
ENU;7879;8;;26;
ENV;8000;8;;26;
ENV;8001;12;;30;
ENW;3302;07R;;25L;
ENW;4440;15;;33;
ENW;5499;07L;;25R;
EOH;8202;2;1312;20;984
EOK;3576;14;;32;
EOK;5500;8;;26;
EOR;4000;8;;26;
EOZ;3937;7;;25;
EPA;6923;16;;34;
EPH;3467;4;;22;
EPH;3843;11;;29;
EPH;5500;3;;21;
EPL;8858;8;;26;846
EPR;3865;3;;21;
EPR;4921;11;;29;
EPS;2953;9;;27;
EPU;8136;3;;21;
EQS;3937;8;;26;
EQS;7874;5;;23;815
ERB;3838;5;;23;
ERC;9842;11;;29;
ERF;8530;10;;28;689
ERH;10499;13;;31;
ERI;3508;2;817;20;307
ERI;8420;6;920;24;
ERM;4199;14;;32;
ERN;7546;16;;34;
ERQ;6799;14;;32;
ERR;3680;15;;33;
ERS;3297;9;;27;
ERS;7381;1;;19;984
ERV;4047;3;455;21;
ERV;6000;12;700;30;
ERZ;12499;08L;;26R;
ERZ;12500;08R;;26L;
ESB;12303;03L;1148;21R;
ESB;12303;03R;;21L;
ESC;5000;18;;36;
ESC;6501;9;;27;
ESD;2900;16;;34;
ESE;4892;11;;29;
ESF;5601;14;;32;
ESF;5999;8;;26;
ESG;11483;1;;19;
ESH;2877;7;;25;
ESH;3399;2;293;20;313
ESK;10006;9;;27;
ESL;6562;9;;27;
ESL;7555;09L;;27R;
ESM;7874;18;;36;
ESN;4003;15;;33;
ESN;5500;4;;22;
ESO;5000;16;;34;
ESP;3087;8;100;26;770
ESR;7546;9;;27;
ESS;5095;7;;25;1158
EST;2985;6;;24;
EST;4797;16;;34;
ESU;6890;16;;34;
ESW;2640;9;;27;
ETB;3897;6;;24;
ETB;4494;13;;31;
ETD;3805;17;;35;
ETD;3904;9;;27;
ETH;6234;3;945;21;
ETN;4020;17;;35;
ETR;8625;7;220;25;320
ETS;5100;5;;23;
ETZ;8202;4;;22;
EUA;2650;34;;16;
EUC;4265;8;;26;
EUE;7300;17;;35;
EUF;5000;18;;36;
EUG;6000;16L;;34R;
EUG;8009;16R;;34L;
EUN;8202;4;;22;
EUN;8861;2;;20;
EUQ;3937;18;;36;
EUX;4265;6;;24;
EVE;9236;17;302;35;214
EVG;5579;9;;27;
EVH;4275;18;131;36;328
EVM;2506;14;;32;
EVM;2685;5;;23;885
EVM;4215;9;;27;
EVN;12629;9;;27;
EVV;3500;9;524;27;207
EVV;6286;18;;36;781
EVV;8021;4;1300;22;
EVW;7300;5;;23;
EVX;9826;4;;22;
EWB;4997;5;;23;413
EWB;5000;14;;32;
EWI;3585;8;;26;
EWK;3501;8;;26;
EWK;7003;17;;35;
EWN;4000;14;;32;
EWN;6004;4;;22;
EWR;6800;11;;29;298
EWR;10000;04R;1190;22L;1794
EWR;11000;04L;2543;22R;1423
EXM;4215;2;;20;
EXT;6834;8;33;26;117
EYP;8448;5;492;23;574
EYR;5800;1;;19;
EYW;4801;9;;27;
EZE;10187;17;;35;984
EZE;10827;11;;29;
EZS;5643;7;;25;
FAA;7595;9;;27;
FAB;8005;6;1772;24;2090
FAC;3890;8;;26;
FAE;5902;12;;30;
FAF;3020;14;;32;
FAI;2900;2;;20;
FAI;5400;02W;;20W;
FAI;6501;02R;;20L;
FAI;11800;02L;;20R;
FAJ;3600;8;;26;
FAM;4221;2;223;20;
FAN;9809;14;895;32;897
FAO;8169;10;148;28;148
FAR;3800;13;;31;
FAR;6300;9;;27;
FAR;9000;18;;36;
FAT;7205;11R;1448;29L;
FAT;9217;11L;;29R;312
FAV;3871;5;;23;
FAY;4801;10;;28;
FAY;7712;4;499;22;706
FAZ;6502;14;;32;
FBA;4167;18;;36;
FBE;4331;7;;25;
FBG;4650;9;1050;27;
FBK;8575;7;;25;
FBL;4254;12;;30;237
FBM;10623;7;;25;
FBR;4042;6;;24;
FBR;6402;4;;22;
FBY;3700;17;;35;
FCA;3504;12;;30;
FCA;9007;2;;20;
FCB;4593;8;;26;
FCH;3630;12;;30;
FCM;2691;18;;36;
FCM;3599;10L;;28R;
FCM;3909;10R;;28L;200
FCN;8002;8;;26;
FCO;10849;7;1365;25;
FCO;12795;16L;;34R;
FCO;12795;16R;;34L;1053
FCS;4573;13;;31;
FCY;3014;18;;36;
FDE;3084;7;;25;
FDF;10826;10;;28;984
FDH;7729;6;885;24;675
FDK;3600;12;;30;
FDK;5220;5;;23;
FDO;5909;5;;23;
FDR;3180;17L;;35R;
FDR;4550;12;;30;
FDR;4800;3;;21;
FDR;6099;17;;35;
FDU;4528;11;;29;
FDY;5883;7;324;25;1000
FDY;6500;18;;36;
FEC;4921;13;;31;
FEG;9383;18;;36;
FEJ;3937;3;;21;
FEL;9003;9;;27;
FEN;6053;12;;30;
FEP;5504;6;;24;
FET;5500;14;;32;
FEZ;10499;9;;27;820
FFA;3000;2;;20;
FFD;9994;9;;27;
FFL;4001;18;;36;
FFM;3301;17;;35;
FFM;5639;13;;31;
FFO;7000;05R;;23L;
FFO;12601;05L;;23R;
FFT;5005;6;;24;
FFU;3110;9;;27;
FGU;3936;7;262;25;344
FHU;4285;3;1253;21;
FHU;5366;12;;30;
FHU;12001;8;;26;
FIG;5249;6;;24;
FIH;15420;6;;24;
FIL;5050;4;;22;
FIZ;4265;1;;19;
FJR;12303;11;2296;29;
FKB;9787;3;830;21;830
FKI;11483;13;;31;
FKJ;4329;18;213;36;213
FKL;3698;12;;30;
FKL;5200;3;;21;
FKN;4977;9;;27;
FKQ;3415;10;;28;
FKS;8202;1;;19;
FLA;4921;12;;30;
FLB;5906;16;;34;
FLD;3602;9;;27;
FLD;5941;18;;36;
FLF;3937;11L;984;29R;984
FLF;4003;11;;29;591
FLG;6999;3;;21;
FLL;6930;13;;31;70
FLL;8000;10R;;28L;
FLL;9000;10L;577;28R;604
FLN;4921;3;;21;
FLN;7546;14;;32;
FLO;5999;1;;19;
FLO;6499;9;;27;
FLP;5000;4;900;22;
FLR;5425;5;492;23;2287
FLS;3510;5;;23;
FLS;5643;14;;32;
FLT;4045;8;;26;1445
FLV;5905;15;586;33;
FLW;4593;18;262;36;197
FLX;4207;13;;31;
FLX;5703;3;100;21;
FLY;2952;5;;23;
FMA;5905;4;;22;
FMC;2700;11;;29;
FME;3000;10;;28;
FMH;8000;5;;23;
FMH;9500;14;;32;
FMI;5741;6;;24;
FMM;9780;6;953;24;953
FMN;6500;5;;23;124
FMN;6704;7;239;25;188
FMO;7119;7;;25;656
FMS;4002;16;;34;
FMY;4912;13;615;31;
FMY;6406;5;459;23;399
FNA;10498;12;;30;
FNB;7522;9;;27;
FNC;9110;5;480;23;490
FNI;8005;18;;36;
FNJ;11490;17;;35;
FNL;8500;15;;33;
FNT;7201;9;;27;
FNT;7849;18;199;36;
FNU;3934;14;;32;
FOC;11841;3;;21;
FOD;5300;12;;30;
FOD;6548;6;;24;
FOE;7000;3;;21;
FOE;12802;13;;31;
FOG;4724;15;;33;384
FOK;5000;1;;19;
FOK;5000;15;;33;
FOK;9000;6;;24;
FOM;6889;4;;22;
FOR;8350;13;;31;
FOS;4426;9;;27;
FOS;4984;18;;36;
FPO;11019;6;;24;
FPR;4756;14;;32;
FPR;6492;9;;27;
FPY;4378;6;;24;
FPY;4754;12;;30;
FPY;4986;18;;36;
FRA;9186;07L;;25R;
FRA;13123;07C;;25C;
FRA;13123;07R;;25L;
FRA;13123;18;;36;
FRB;4029;9;;27;
FRC;6562;5;;23;
FRD;3402;16;;34;
FRG;5516;1;;19;789
FRG;6827;14;660;32;
FRH;5500;8;;26;
FRI;4500;4;;22;
FRL;7907;12;;30;
FRM;3300;2;;20;
FRM;5505;13;;31;
FRO;3934;7;;25;
FRR;3007;9;;27;
FRS;9842;10;;28;
FRU;13780;8;;26;
FRW;7218;11;;29;
FRW;9843;13;;31;
FRY;4200;14;;32;
FRZ;3413;12;;30;
FSC;8136;5;;23;
FSD;3152;9;;27;
FSD;8000;15;;33;
FSD;8999;3;;21;
FSI;5000;17;;35;
FSK;4403;18;;36;
FSM;8000;7;;25;
FSP;5900;8;;26;
FSS;7582;7;;25;
FST;3900;11;;29;
FST;3981;16;;34;
FST;4399;3;;21;
FST;5200;7;;25;
FST;7507;12;;30;
FSU;5300;8;;26;
FSU;5800;3;;21;
FTE;8366;7;;25;
FTI;3190;12;;30;
FTK;5185;18;200;36;200
FTK;5253;15;200;33;200
FTU;4916;8;;26;
FTW;4006;17;;35;
FTW;7501;16;;34;
FTX;5905;9;;27;
FTY;2801;9;;27;
FTY;4157;14;;32;199
FTY;5796;8;;26;
FUE;7874;1;;19;
FUJ;6561;3;;21;
FUK;9186;16;;34;
FUL;3121;6;427;24;253
FUM;2500;5;;23;
FUN;5040;3;;21;
FUT;3609;7;;25;
FVR;3855;14;;32;
FWA;4001;9;;27;
FWA;8001;14;;32;
FWA;12000;5;;23;
FWH;12000;17;;35;
FWL;4970;8;;26;
FXE;4000;13;;31;
FXE;6001;8;;26;
FXY;2708;9;;27;
FXY;5806;15;;33;
FYM;5900;2;400;20;510
FYT;9186;6;;24;
FYU;5810;4;;22;
FYV;6006;16;;34;
GAB;2800;16;;34;
GAB;5900;8;;26;
GAD;4806;18;;36;
GAD;6802;6;;24;
GAE;3702;6;;24;
GAF;9514;5;;23;
GAG;5415;17;;35;
GAH;4150;6;;24;
GAI;4202;14;;32;
GAJ;6560;1;;19;
GAL;2786;6;;24;
GAL;7254;7;606;25;
GAM;4501;16;;34;
GAN;8694;10;298;28;298
GAO;8025;17;151;35;843
GAQ;8202;7;;25;
GAT;2920;3;;21;
GAU;9000;2;;20;
GAY;7500;10;;28;245
GAZ;3593;12;;30;
GBA;6591;8;561;26;869
GBD;4698;11;;29;
GBD;7850;17;;35;
GBE;9843;8;;26;
GBG;3601;10;;28;
GBG;5793;3;;21;
GBH;5182;13;;31;
GBJ;4068;9;;27;
GBL;4527;10;;28;
GBR;2579;11;170;29;75
GBT;7540;14;;32;
GBV;3497;7;;25;
GBZ;3051;10;;28;
GCC;5803;3;;21;
GCC;7500;16;;34;
GCD;4199;3;;21;
GCH;6070;12;;30;
GCI;4800;9;33;27;33
GCJ;6004;17;175;35;175
GCK;5700;12;;30;
GCK;7300;17;;35;
GCM;7021;8;;26;400
GCN;8999;3;;21;
GCW;5058;17;;35;175
GCY;6302;5;;23;
GDC;8000;5;;23;
GDE;7505;4;;22;
GDL;5964;2;;20;
GDL;13140;10;;28;
GDM;2999;18;;36;
GDN;9186;11;;29;
GDO;6792;5;;23;2900
GDP;5249;15;;33;
GDQ;9072;17;;35;
GDT;6362;11;797;29;
GDV;3000;2;;20;
GDV;5704;12;;30;
GDW;2500;15;;33;
GDW;4700;9;;27;
GDX;11326;10;;28;
GDZ;10171;1;;19;
GEA;4101;17;685;35;500
GEB;2953;18;;36;
GED;3109;10;;28;
GED;5000;4;;22;
GEE;3280;6;;24;
GEG;8198;7;;25;
GEG;11002;3;;21;
GEL;5331;11;;29;
GEO;5002;11;;29;
GEO;7448;6;;24;
GER;5325;17;;35;
GER;8202;5;;23;
GES;10587;17;;35;
GET;2769;14;;32;
GET;2953;8;;26;
GET;6499;3;;21;
GEV;5623;12;;30;
GEX;2542;9;;27;
GEX;3559;18;;36;
GEY;3699;7;;25;
GEY;6302;15;;33;
GFE;2657;3;;21;
GFF;4931;6;;24;
GFK;3300;09R;;27L;
GFK;3900;17L;;35R;
GFK;4206;09L;;27R;
GFK;7349;17R;;35L;
GFL;4000;12;;30;
GFL;5000;1;;19;
GFN;5607;18;;36;
GFR;3150;7;;25;443
GFY;3412;17;;35;
GFY;11680;8;;26;
GGD;3871;17;;35;
GGE;4539;11;;29;
GGE;5001;5;;23;
GGG;6109;18;;36;
GGG;10000;13;;31;
GGM;3420;7;;25;
GGS;4921;9;;27;
GGT;7051;12;;30;
GGW;5000;8;;26;
GGW;5001;12;;30;
GHA;7874;18;;36;
GHA;10171;12;;30;
GHB;8024;15;992;33;
GHC;4500;13;;31;
GHM;4002;2;;20;250
GHT;6643;6;1665;24;
GHT;11811;17;;35;
GHU;4364;1;;19;
GIB;6000;9;302;27;368
GID;3117;12;;30;
GIF;4001;11;;29;
GIF;5006;4;;22;
GIG;10433;15;;33;
GIG;13123;10;;28;
GIL;5400;7;;25;
GIR;5249;1;;19;
GIS;2503;14L;;32R;653
GIS;3773;3;;21;
GIS;3839;9;;27;
GIS;4298;14R;;32L;
GIU;5925;4;;22;
GIZ;10006;15;;33;
GJA;3990;12;;30;
GJL;7874;17;;35;
GJM;5889;17;;35;
GJR;3041;5;;23;
GJT;5502;4;;22;
GJT;10501;11;;29;
GKA;3983;17L;;35R;
GKA;5400;17R;;35L;
GKD;3915;2;;20;
GKE;10009;9;491;27;491
GKL;2870;12;;30;
GKN;5001;15;;33;
GKT;5506;10;;28;339
GLA;3622;9;203;27;
GLA;8720;5;;23;980
GLB;6500;9;;27;
GLD;3501;5;;23;
GLD;5499;12;;30;
GLE;4296;12;;30;
GLE;6000;17;;35;
GLF;4593;13;;31;
GLG;2887;15;;33;
GLH;7019;18R;;36L;
GLH;8001;18L;;36R;
GLI;4915;14;;32;
GLI;5499;10;;28;
GLL;3281;11;;29;
GLM;3405;16;;34;
GLO;2625;18;;36;
GLO;3218;4;;22;289
GLO;4656;9;387;27;1024
GLR;3000;18;;36;
GLR;6578;9;;27;
GLS;6000;13;;31;
GLS;6001;17;;35;
GLT;5364;10;;28;328
GLU;4921;11;;29;
GLV;4000;2;;20;
GLW;5301;7;;25;301
GLZ;6549;2;191;20;192
GLZ;9118;10;427;28;331
GMA;6550;11;;29;
GMB;8248;18;;36;
GMD;10085;14;;32;
GME;8432;11;;29;
GML;11483;15;;33;
GMN;3579;1;;19;
GMP;10499;14R;;32L;
GMP;11811;14L;;32R;
GMR;6562;12;;30;
GMS;3937;5;;23;
GMT;3873;17;;35;
GMU;3998;10;265;28;270
GMU;5393;1;;19;
GMV;4000;16;;34;
GMZ;4921;9;;27;
GNA;8399;17;;35;
GNB;10007;9;;27;
GND;9003;10;;28;
GNF;4105;6;;24;
GNG;4736;7;;25;
GNI;3255;17;;35;
GNM;5577;14;;32;
GNR;7073;9;;27;
GNS;4445;9;;27;
GNT;7172;13;;31;
GNU;2835;5;;23;194
GNV;4158;7;;25;
GNV;7504;11;;29;
GOA;9564;10;;28;528
GOH;3117;5;;23;
GOI;11345;8;;26;
GOJ;8232;18L;;36R;
GOJ;9203;18R;;36L;
GOK;4102;16;;34;
GOL;3200;16;90;34;
GOM;6545;18;;36;
GON;4000;15;307;33;205
GON;5000;5;;23;
GOO;2608;12;;30;
GOO;4396;4;;22;
GOP;9000;11;;29;
GOT;10823;3;;21;
GOU;11032;9;;27;377
GOV;7244;13;;31;
GOZ;8038;9;656;27;656
GPA;10997;18R;653;36L;669
GPB;5315;8;;26;
GPI;4256;1;;19;
GPL;3609;3;;21;
GPN;4314;4;;22;
GPO;2789;3;;21;
GPO;7710;16;;34;982
GPS;7876;14;;32;
GPT;4935;18;;36;
GPT;9002;14;;32;
GPZ;3000;5;;23;
GPZ;5755;16;423;34;
GQQ;3505;5;188;23;
GRB;7700;6;;24;
GRB;8201;18;;36;
GRD;5003;9;;27;
GRE;3200;9;;27;600
GRE;4002;18;;36;
GRF;6125;15;;33;
GRI;6608;13;;31;
GRI;7002;17;;35;
GRJ;6562;11;;29;
GRK;10000;15;;33;194
GRM;4199;9;;27;
GRN;5196;4;;22;
GRO;7874;2;;20;
GRP;5577;12;;30;
GRQ;4922;1;;19;
GRQ;8202;5;;23;
GRR;5000;08L;;26R;
GRR;8501;17;;35;
GRR;10000;08R;;26L;
GRS;7729;03R;;21L;
GRS;9823;3;317;21;
GRU;9843;09R;;27L;
GRU;12139;09L;;27R;
GRV;8202;8;;26;
GRW;4529;9;182;27;182
GRX;9514;9;;27;
GRY;3379;18;;36;
GRZ;9842;17C;853;35C;
GSB;11758;8;;26;
GSC;4035;13;;31;
GSE;2858;4;;22;
GSE;6689;1;180;19;188
GSH;2585;5;;23;
GSH;5000;9;;27;
GSJ;6595;15;;33;
GSN;3608;5;;23;
GSO;6380;14;;32;
GSO;9000;05L;;23R;
GSO;10001;05R;;23L;
GSP;11000;4;;22;
GSQ;11483;1;;19;
GST;3010;2;;20;
GST;6720;11;;29;
GTE;6237;10;;28;
GTF;4294;7;;25;
GTF;6357;16;;34;
GTF;10502;3;;21;
GTG;3000;12;;30;
GTG;3315;5;;23;
GTI;2953;9;;27;
GTN;3166;15;;33;
GTO;7407;9;;27;
GTP;3999;12;;30;
GTR;8002;18;;36;
GTS;3615;5;;23;
GTT;3799;6;;24;
GTY;3100;6;167;24;542
GUA;9800;1;;19;722
GUB;7216;12;;30;
GUC;3000;17;;35;200
GUC;9400;6;;24;
GUD;4921;5;;23;
GUF;3599;17;;35;
GUF;6962;9;463;27;
GUH;5400;11;;29;
GUI;6585;5;;23;
GUJ;5089;2;;20;
GUL;4209;4;;22;
GUM;8001;06R;;24L;
GUM;10015;06L;;24R;
GUP;7316;6;;24;
GUQ;5905;5;;23;1148
GUR;5546;9;;27;
GUS;12501;5;;23;
GUW;9842;14;;32;
GUX;2982;14;;32;
GUY;5900;18;;36;
GUZ;3904;6;;24;
GVA;2700;05L;613;23R;994
GVA;12795;5;1082;23;
GVL;4001;11;;29;
GVL;5500;5;;23;
GVP;3018;8;;26;
GVR;4593;7;;25;
GVT;8030;17;;35;
GVX;6562;18;;36;
GWD;4960;6;;24;
GWE;8766;13L;;31R;
GWL;9000;6;;24;
GWO;2689;9;;27;
GWO;5005;5;;23;
GWO;6503;18;;36;
GWS;3305;14;;32;
GWT;5564;6;;24;
GWT;6955;14;;32;
GWV;2600;1;;19;
GWY;4003;8;;26;249
GXF;9843;7;;25;
GXG;7874;16;;34;
GXQ;5072;3;;21;
GXY;5801;9;;27;
GXY;10000;16;;34;1100
GYA;5905;17;;35;
GYD;10499;17;;35;
GYD;13123;16;;34;
GYE;9154;3;338;21;810
GYI;3330;1;;19;
GYL;7546;1;;19;
GYM;7710;2;;20;
GYN;8202;14;;32;
GYP;4600;14;;32;
GYR;8500;3;;21;2100
GYY;3603;2;;20;
GYY;7003;12;713;30;
GZO;3609;14;;32;
GZT;9842;10R;328;28L;
GZT;9843;10L;427;28R;
GZW;3670;10;;28;
HAA;3179;11;199;29;362
HAB;5500;18;;36;
HAC;6563;8;;26;
HAD;7419;1;;19;
HAF;5000;12;763;30;763
HAH;9514;2;;20;
HAI;2729;5;;23;
HAI;4000;9;;27;
HAJ;2559;09C;214;27C;541
HAJ;7677;09R;;27L;
HAJ;12467;09L;984;27R;984
HAK;11811;9;;27;
HAM;10663;5;978;23;512
HAM;12028;15;;33;1464
HAN;12466;11L;;29R;
HAN;12466;11R;;29L;
HAO;5500;11;;29;
HAQ;4003;3;;21;
HAR;3925;12;;30;
HAR;5001;8;;26;
HAS;12204;18;;36;1164
HAT;3937;10;;28;
HAU;6957;14;197;32;197
HAV;13123;6;;24;
HAW;3412;9;787;27;689
HAW;5000;3;745;21;837
HBA;7385;12;;30;
HBB;7000;3;;21;
HBB;8810;12;;30;
HBE;11156;14;;32;
HBG;6099;13;1000;31;
HBK;3200;11;;29;
HBK;6698;3;800;21;
HBR;5507;17;;35;
HBU;5906;17;;35;
HBX;5479;8;335;26;175
HCA;4601;6;;24;
HCA;8802;17;;35;
HCC;5350;3;;21;
HCM;3445;6;;24;
HCN;5577;14;;32;
HCQ;3104;8;;26;
HCQ;4839;4;;22;
HCR;4000;1;;19;
HCW;5000;8;;26;
HDE;4701;18;;36;
HDF;7562;10;;28;
HDH;9007;8;1993;26;1995
HDM;10611;10;987;28;
HDN;10000;10;510;28;
HDR;8525;8;498;26;515
HDS;6939;9;;27;
HDS;13095;18;;36;
HDY;10007;8;;26;
HEA;8218;18;;36;
HEE;3009;8;;26;
HEH;8500;18;;36;2384
HEL;9518;15;;33;
HEL;10039;04L;;22R;196
HEL;11286;04R;787;22L;
HEM;3360;9;;27;128
HEM;4396;18;656;36;591
HER;5138;12;499;30;
HER;8800;9;1565;27;
HES;4500;4;;22;
HET;11811;8;;26;
HEZ;5000;18;;36;
HEZ;6500;13;;31;
HFA;4324;16;164;34;380
HFD;4417;2;411;20;560
HFE;9843;14;;32;
HFF;4740;11;500;29;
HFF;5001;4;;22;
HFN;4921;18;;36;
HFS;4951;18;;36;
HFT;2894;5;;23;
HGA;8000;6;;24;
HGD;3051;6;;24;
HGD;5394;12;;30;
HGE;3937;8;;26;
HGH;11154;6;;24;
HGH;11811;7;;25;
HGI;8202;1;;19;
HGN;6562;11;;29;
HGO;6890;9;;27;
HGR;3160;2;;20;
HGR;5461;9;;27;115
HGU;3599;8;197;26;197
HGU;7185;12;;30;
HGZ;5500;11;;29;
HHE;2548;6;;24;
HHE;7380;7;;25;
HHH;4300;3;300;21;273
HHI;5604;6;584;24;
HHN;12467;3;3461;21;984
HHQ;6890;16;;34;492
HHR;4956;7;971;25;463
HIB;3075;4;;22;
HIB;6758;13;;31;
HID;4052;14;;32;
HID;4557;8;;26;459
HIE;4001;10;;28;
HIF;13508;14;;32;
HIG;2624;11;;29;
HII;8001;14;;32;
HIJ;9842;10;;28;
HIN;9000;06L;;24R;
HIN;9000;06R;;24L;
HIO;4049;2;;20;162
HIO;6600;12;;30;
HIP;3937;18;;36;
HIP;3999;9;;27;
HIR;7218;6;;24;
HIW;5906;4;;22;
HJR;7460;1;1500;19;
HJT;7218;9;;27;
HKA;5001;18;;36;
HKD;9842;12;;30;
HKG;12467;07L;565;25R;580
HKG;12467;07R;525;25L;
HKK;3858;13;;31;
HKK;4311;4;;22;
HKN;5212;12;;30;
HKS;4822;11;588;29;793
HKS;5387;16;;34;
HKT;9843;9;;27;
HKY;4400;1;;19;
HKY;6400;6;;24;
HLA;5775;7;;25;
HLB;4948;18;500;36;500
HLC;5000;17;;35;
HLD;8530;9;;27;
HLE;6398;2;328;20;1033
HLF;6383;12;;30;
HLG;4499;16;;34;
HLG;5001;3;;21;
HLI;3150;6;;24;
HLI;6350;13;;31;
HLJ;3281;10;;28;
HLL;4921;9;;27;
HLM;2999;5;725;23;1142
HLN;2989;16;;34;
HLN;4644;5;;23;
HLN;9000;9;;27;
HLP;9843;6;;24;650
HLR;3803;16;560;34;
HLS;3510;8;;26;
HLT;4045;10;;28;
HLT;4606;17;;35;
HLU;3281;13;;31;
HLW;3963;3;;21;
HLZ;2871;18R;;36L;
HLZ;6430;18L;387;36R;446
HMA;9180;6;;24;
HME;9843;18;;36;
HMG;3704;11;;29;
HMJ;7219;16;;34;
HMN;10575;4;;22;
HMN;12131;16;;34;
HMN;12800;7;;25;
HMO;7546;5;;23;
HMR;3097;15;;33;
HMT;4314;5;;23;
HMV;5254;15;197;33;482
HMY;9000;03L;;21R;
HMY;9000;03R;;21L;
HNA;8202;2;;20;
HNB;5000;9;;27;
HNC;3000;7;;25;
HND;8200;4;;22;
HND;8200;5;;23;
HND;9840;16L;;34R;
HND;9840;16R;;34L;
HNH;2997;6;;24;
HNL;3000;04W;;22W;
HNL;5000;08W;;26W;
HNL;6952;04L;;22R;
HNL;9000;04R;;22L;
HNL;12000;08R;;26L;
HNL;12300;08L;;26R;
HNM;3606;8;;26;
HNS;4000;8;;26;1000
HOB;4998;17;492;35;
HOB;6002;12;;30;
HOB;7398;3;;21;
HOD;9843;3;;21;
HOE;4922;16;;34;196
HOF;10039;16;;34;
HOG;10624;5;328;23;
HOI;11089;12;195;30;
HOK;5118;10;;28;
HOM;6701;3;;21;
HON;5000;17;;35;
HON;7201;12;;30;
HOP;4500;18;;36;
HOP;11800;5;895;23;
HOQ;4856;9;788;27;197
HOR;5233;10;;28;
HOS;4921;12;;30;
HOT;4099;13;;31;
HOT;6595;5;;23;490
HOU;5148;12L;;30R;
HOU;6000;17;;35;
HOU;7602;4;;22;
HOU;7602;12R;1034;30L;200
HOV;3510;6;;24;
HOX;11970;16;;34;
HPA;3937;11;;29;
HPB;3300;13;;31;
HPH;7880;7;;25;
HPN;4451;11;;29;1297
HPN;6548;16;;34;
HPT;4018;17;;35;
HPV;3560;5;;23;
HPY;4334;14;317;32;330
HQM;5000;6;;24;
HRB;10500;5;;23;
HRE;15502;5;3557;23;
HRG;13124;16;985;34;
HRI;11483;5;;23;
HRK;7285;8;;26;
HRL;5949;17L;;35R;190
HRL;7257;13;;31;
HRL;8301;17R;;35L;
HRM;4695;9;280;27;
HRM;9835;8;;26;
HRO;6161;18;;36;
HRS;3937;15;;33;
HRT;4394;10;;28;
HRT;6020;4;499;22;
HRY;3280;11;;29;
HRZ;3445;15;;33;
HSB;2764;14;;32;
HSB;5013;6;;24;
HSG;6562;11;;29;
