id;type_aero;nom;latitude_deg;longitude_deg;elevation_ft;code_continent;code_pays;municipalite;code_icao;fuseau
BEG;large_airport;Belgrade Nikola Tesla Airport;44.8184013367;20.3090991974;335;EU;RS;Belgrade;LYBE;Europe/Belgrade
BEH;small_airport;Southwest Michigan Regional Airport;42.128601074200006;-86.4284973145;643;NA;US;Benton Harbor;KBEH;America/Detroit
BEI;small_airport;Beica Airport;9.38638973236084;34.52190017700195;5410;AF;ET;Beica;HABE;Africa/Addis_Ababa
BEJ;small_airport;Barau(Kalimaru) Airport;2.15549993515;117.431999207;59;AS;ID;Tanjung Redep-Borneo Island;WALK;Asia/Makassar
BEK;medium_airport;Bareilly Air Force Station;28.4221000671;79.45079803470001;580;AS;IN;Bareilly;VIBY;Asia/Kolkata
BEL;large_airport;Val de Cans/Júlio Cezar Ribeiro International Airport;-1.3792500495900002;-48.4762992859;54;SA;BR;Belém;SBBE;America/Belem
BEM;small_airport;Bossembélé Airport;5.267000198364258;17.632999420166016;2231;AF;CF;Bossembélé;FEFL;Africa/Bangui
BEN;medium_airport;Benina International Airport;32.096801757799994;20.2695007324;433;AF;LY;Benghazi;HLLB;Africa/Tripoli
BEO;small_airport;Lake Macquarie Airport;-33.0667;151.647995;2;OC;AU;;YLMQ;Australia/Sydney
BEP;medium_airport;Bellary Airport;15.162799835205078;76.88279724121094;30;AS;IN;Bellary;VOBI;Asia/Kolkata
BEQ;medium_airport;RAF Honington;52.34260177612305;0.7729390263557434;174;EU;GB;Thetford;EGXH;Europe/London
BES;medium_airport;Brest Bretagne Airport;48.447898864746094;-4.418540000915527;325;EU;FR;Brest/Guipavas;LFRB;Europe/Paris
BET;medium_airport;Bethel Airport;60.77980042;-161.8379974;126;NA;US;Bethel;PABE;America/Anchorage
BEU;medium_airport;Bedourie Airport;-24.346099853515625;139.4600067138672;300;OC;AU;;YBIE;Australia/Brisbane
BEV;small_airport;Beersheba (Teyman) Airport;31.287000656128;34.722999572754;656;AS;IL;Beersheba;LLBS;Asia/Jerusalem
BEW;medium_airport;Beira Airport;-19.79640007019043;34.90760040283203;33;AF;MZ;Beira;FQBR;Africa/Maputo
BEX;medium_airport;RAF Benson;51.616401672399995;-1.09582996368;226;EU;GB;Benson;EGUB;Europe/London
BEY;large_airport;Beirut Rafic Hariri International Airport;33.820899963378906;35.488399505615234;87;AS;LB;Beirut;OLBA;Asia/Beirut
BEZ;small_airport;Beru Airport;-1.3547199964523315;176.0070037841797;6;OC;KI;Beru;NGBR;Pacific/Tarawa
BFA;small_airport;Bahía Negra Airport;-20.2245998383;-58.1791992188;277;SA;PY;Bahía Negra;SGBN;America/Asuncion
BFC;small_airport;Bloomfield River Airport;-15.8736000061;145.330001831;;OC;AU;;YBMD;Australia/Brisbane
BFD;medium_airport;Bradford Regional Airport;41.8031005859375;-78.64009857177734;2143;NA;US;Bradford;KBFD;America/New_York
BFE;small_airport;Bielefeld Airport;51.9647216797;8.544444084170001;433;EU;DE;Bielefeld;EDLI;Europe/Berlin
BFF;medium_airport;Western Neb. Rgnl/William B. Heilig Airport;41.87400055;-103.5960007;3967;NA;US;Scottsbluff;KBFF;America/Denver
BFG;small_airport;Bullfrog Basin Airport;37.54579926;-110.7129974;4167;NA;US;Glen Canyon Natl Rec Area;U07;America/Denver
BFH;medium_airport;Bacacheri Airport;-25.4050998688;-49.23199844359999;3057;SA;BR;Curitiba;SBBI;America/Sao_Paulo
BFI;large_airport;Boeing Field King County International Airport;47.529998779296875;-122.302001953125;21;NA;US;Seattle;KBFI;America/Los_Angeles
BFJ;medium_airport;Bijie Feixiong Airport;27.267066;105.472097;4751;AS;CN;Bijie;ZUBJ;Asia/Chongqing
BFK;medium_airport;Buckley Air Force Base;39.701698303200004;-104.751998901;5662;NA;US;Aurora;KBKF;America/Denver
BFL;medium_airport;Meadows Field;35.43360138;-119.0569992;510;NA;US;Bakersfield;KBFL;America/Los_Angeles
BFM;medium_airport;Mobile Downtown Airport;30.626800537100003;-88.06809997559999;26;NA;US;Mobile;KBFM;America/Chicago
BFN;medium_airport;Bram Fischer International Airport;-29.092699050900002;26.302400589;4458;AF;ZA;Bloemfontain;FABL;Africa/Johannesburg
BFO;medium_airport;Buffalo Range Airport;-21.008100509643555;31.57859992980957;1421;AF;ZW;Chiredzi;FVCZ;Africa/Harare
BFP;medium_airport;Beaver County Airport;40.7724990845;-80.39140319820001;1253;NA;US;Beaver Falls;KBVI;America/New_York
BFR;small_airport;Virgil I Grissom Municipal Airport;38.84000015;-86.44539642;727;NA;US;Bedford;KBFR;America/Indiana/Indianapolis
BFS;large_airport;Belfast International Airport;54.6575012207;-6.2158298492399995;268;EU;GB;Belfast;EGAA;Europe/London
BFT;small_airport;Beaufort County Airport;32.4122009277;-80.6343994141;10;NA;US;Beaufort;KARW;America/New_York
BFU;medium_airport;Bengbu Airport;32.8477333333;117.320244444;100;AS;CN;Bengbu;ZSBB;Asia/Shanghai
BFV;medium_airport;Buri Ram Airport;15.229499816894531;103.25299835205078;590;AS;TH;;VTUO;Asia/Bangkok
BFW;small_airport;Sidi Bel Abbes Airport;35.1717987061;-0.593275010586;1614;AF;DZ;Sidi Bel Abbès;DAOS;Africa/Algiers
BFX;medium_airport;Bafoussam Airport;5.536920070650001;10.354599952700001;4347;AF;CM;Bafoussam;FKKU;Africa/Douala
BGA;medium_airport;Palonegro Airport;7.1265;-73.1848;3897;SA;CO;Bucaramanga;SKBG;America/Bogota
BGB;small_airport;Booue Airport;-0.1075;11.9438;604;AF;GA;Booue;FOGB;Africa/Libreville
BGC;medium_airport;Bragança Airport;41.85779953;-6.70712995529;2241;EU;PT;Bragança;LPBG;Europe/Lisbon
BGD;small_airport;Hutchinson County Airport;35.700901031499995;-101.393997192;3055;NA;US;Borger;KBGD;America/Chicago
BGE;small_airport;Decatur County Industrial Air Park;30.9715004;-84.63739777;141;NA;US;Bainbridge;KBGE;America/New_York
BGF;medium_airport;Bangui M'Poko International Airport;4.39847993850708;18.518800735473633;1208;AF;CF;Bangui;FEFF;Africa/Bangui
BGG;small_airport;Bingöl Çeltiksuyu Airport;38.8592605591;40.5959625244;3506;AS;TR;Bingöl;LTCU;Europe/Istanbul
BGH;small_airport;Abbaye Airport;16.63331413269043;-14.200000762939453;66;AF;MR;Boghe;GQNE;Africa/Nouakchott
BGI;medium_airport;Sir Grantley Adams International Airport;13.0746002197;-59.4925003052;169;NA;BB;Bridgetown;TBPB;America/Barbados
BGJ;small_airport;Borgarfjörður eystri Airport;65.51640319824219;-13.805000305175781;80;EU;IS;Borgarfjörður eystri;BIBF;Atlantic/Reykjavik
BGL;small_airport;Baglung Airport;28.212799072265625;83.66629791259766;3320;AS;NP;Baglung;VNBL;Asia/Kathmandu
BGM;medium_airport;Greater Binghamton/Edwin A Link field;42.20869827;-75.97979736;1636;NA;US;Binghamton;KBGM;America/New_York
BGO;large_airport;Bergen Airport Flesland;60.29339981;5.218140125;170;EU;NO;Bergen;ENBR;Europe/Oslo
BGQ;small_airport;Big Lake Airport;61.536098480199996;-149.813995361;158;NA;US;Big Lake;PAGQ;America/Anchorage
BGR;large_airport;Bangor International Airport;44.80739974975586;-68.8281021118164;192;NA;US;Bangor;KBGR;America/New_York
BGT;small_airport;Bagdad Airport;34.5959014893;-113.169998169;4183;NA;US;Bagdad;E51;America/Phoenix
BGU;small_airport;Bangassou Airport;4.784999847412109;22.7810001373291;1706;AF;CF;Bangassou;FEFG;Africa/Bangui
BGV;small_airport;Aeroclube de Bento Gonçalves Airport;-29.1483325958;-51.5363883972;2209;SA;BR;Bento Gonçalves;SSBG;America/Sao_Paulo
BGW;large_airport;Baghdad International Airport;33.262500762900004;44.2346000671;114;AS;IQ;Baghdad;ORBI;Asia/Baghdad
BGX;medium_airport;Comandante Gustavo Kraemer Airport;-31.39049911499;-54.112201690674;600;SA;BR;Bagé;SBBG;America/Sao_Paulo
BGY;large_airport;Il Caravaggio International Airport;45.673901;9.70417;782;EU;IT;Bergamo;LIME;Europe/Rome
BGZ;medium_airport;Braga Municipal Aerodrome;41.5871009827;-8.445139884949999;247;EU;PT;Braga;LPBR;Europe/Lisbon
BHA;small_airport;Los Perales Airport;-0.6081110239028931;-80.40270233154297;10;SA;EC;Bahía de Caraquez;SESV;America/Guayaquil
BHB;medium_airport;Hancock County-Bar Harbor Airport;44.45000076;-68.3615036;83;NA;US;Bar Harbor;KBHB;America/New_York
BHD;large_airport;George Best Belfast City Airport;54.618099212646484;-5.872499942779541;15;EU;GB;Belfast;EGAC;Europe/London
BHE;medium_airport;Woodbourne Airport;-41.5182991027832;173.8699951171875;109;OC;NZ;Blenheim;NZWB;Pacific/Auckland
BHG;small_airport;Brus Laguna Airport;15.7631;-84.543602;19;NA;HN;Brus Laguna;MHBL;America/Tegucigalpa
BHH;medium_airport;Bisha Airport;19.984399795532227;42.62089920043945;3887;AS;SA;;OEBH;Asia/Riyadh
BHI;medium_airport;Comandante Espora Airport;-38.725;-62.1693;246;SA;AR;Bahia Blanca;SAZB;America/Argentina/Buenos_Aires
BHJ;medium_airport;Bhuj Airport;23.2877998352;69.6701965332;268;AS;IN;Bhuj;VABJ;Asia/Kolkata
BHK;medium_airport;Bukhara Airport;39.775001525878906;64.4832992553711;751;AS;UZ;Bukhara;UTSB;Asia/Samarkand
BHM;large_airport;Birmingham-Shuttlesworth International Airport;33.56290054;-86.75350189;650;NA;US;Birmingham;KBHM;America/Chicago
BHN;medium_airport;Beihan Airport;14.781999588012695;45.72010040283203;3800;AS;YE;;OYBN;Asia/Aden
BHO;medium_airport;Raja Bhoj International Airport;23.2875003815;77.3374023438;1711;AS;IN;Bhopal;VABP;Asia/Kolkata
BHP;small_airport;Bhojpur Airport;27.14739990234375;87.05079650878906;4000;AS;NP;Bhojpur;VNBJ;Asia/Kathmandu
BHQ;medium_airport;Broken Hill Airport;-32.0013999939;141.472000122;958;OC;AU;Broken Hill;YBHI;Australia/Broken_Hill
BHR;small_airport;Bharatpur Airport;27.6781005859375;84.42939758300781;600;AS;NP;Bharatpur;VNBP;Asia/Kathmandu
BHS;medium_airport;Bathurst Airport;-33.4094009399;149.651992798;2435;OC;AU;Bathurst;YBTH;Australia/Sydney
BHU;medium_airport;Bhavnagar Airport;21.752199173;72.1852035522;44;AS;IN;Bhavnagar;VABV;Asia/Kolkata
BHV;medium_airport;Bahawalpur Airport;29.348100662231445;71.71800231933594;392;AS;PK;Bahawalpur;OPBW;Asia/Karachi
BHW;small_airport;Bhagatanwala Airport;32.056098938;72.94840240479999;600;AS;PK;Bhagatanwala;OPBG;Asia/Karachi
BHX;large_airport;Birmingham International Airport;52.453899383499994;-1.74802994728;327;EU;GB;Birmingham;EGBB;Europe/London
BHY;small_airport;Beihai Airport;21.5394;109.293999;;AS;CN;Beihai;ZGBH;Asia/Chongqing
BIA;medium_airport;Bastia-Poretta Airport;42.55270004272461;9.48373031616211;26;EU;FR;Bastia/Poretta;LFKB;Europe/Paris
BIB;small_airport;Baidoa Airport;3.102220058441162;43.62860107421875;1820;AF;SO;Baidoa;HCMB;Africa/Mogadishu
BID;small_airport;Block Island State Airport;41.1680984497;-71.577796936;108;NA;US;Block Island;KBID;America/New_York
BIE;small_airport;Beatrice Municipal Airport;40.301300048799995;-96.75409698490002;1324;NA;US;Beatrice;KBIE;America/Chicago
BIF;medium_airport;Biggs Army Air Field (Fort Bliss);31.84950066;-106.3799973;3946;NA;US;Fort Bliss/El Paso;KBIF;America/Denver
BIG;medium_airport;Allen Army Airfield;63.9944992065;-145.722000122;1291;NA;US;Delta Junction Ft Greely;PABI;America/Anchorage
BIH;medium_airport;Eastern Sierra Regional Airport;37.3731002808;-118.363998413;4124;NA;US;Bishop;KBIH;America/Los_Angeles
BIK;medium_airport;Frans Kaisiepo Airport;-1.190019965171814;136.10800170898438;46;AS;ID;Biak-Supiori Island;WABB;Asia/Jayapura
BIL;large_airport;Billings Logan International Airport;45.807701110839844;-108.54299926757812;3652;NA;US;Billings;KBIL;America/Denver
BIM;medium_airport;South Bimini Airport;25.6998996735;-79.2647018433;10;NA;BS;South Bimini;MYBS;America/Nassau
BIN;small_airport;Bamiyan Airport;34.81700134277344;67.81700134277344;8367;AS;AF;Bamiyan;OABN;Asia/Kabul
BIO;medium_airport;Bilbao Airport;43.30110168457031;-2.9106099605560303;138;EU;ES;Bilbao;LEBB;Europe/Madrid
BIP;small_airport;Bulimba Airport;-16.8808002472;143.479003906;470;OC;AU;;YBWM;Australia/Brisbane
BIQ;medium_airport;Biarritz-Anglet-Bayonne Airport;43.4683333;-1.5311111;245;EU;FR;Biarritz/Anglet/Bayonne;LFBZ;Europe/Paris
BIR;medium_airport;Biratnagar Airport;26.48150062561035;87.26399993896484;236;AS;NP;Biratnagar;VNVT;Asia/Kathmandu
BIS;medium_airport;Bismarck Municipal Airport;46.772701263427734;-100.74600219726562;1661;NA;US;Bismarck;KBIS;America/Chicago
BIT;small_airport;Baitadi Airport;29.465299606323242;80.54920196533203;4200;AS;NP;Baitadi;VNBT;Asia/Kathmandu
BIU;small_airport;Bildudalur Airport;65.64129638671875;-23.546199798583984;18;EU;IS;Bildudalur;BIBD;Atlantic/Reykjavik
BIV;small_airport;Bria Airport;6.527780055999756;21.98940086364746;1975;AF;CF;Bria;FEFR;Africa/Bangui
BIW;small_airport;Billiluna Airport;-19.566699981699998;127.666999817;1000;OC;AU;;YBIL;Australia/Perth
BIX;medium_airport;Keesler Air Force Base;30.4104003906;-88.92440032959999;33;NA;US;Biloxi;KBIX;America/Chicago
BIY;medium_airport;Bisho Airport;-32.8970985413;27.279100418099997;1950;AF;ZA;Bisho;FABE;Africa/Johannesburg
BJA;medium_airport;Soummam Airport;36.7120018005;5.0699200630200005;20;AF;DZ;Béjaïa;DAAE;Africa/Algiers
BJB;medium_airport;Bojnord Airport;37.49300003051758;57.30820083618164;3499;AS;IR;Bojnord;OIMN;Asia/Tehran
BJC;medium_airport;Rocky Mountain Metropolitan Airport;39.90879822;-105.1169968;5673;NA;US;Denver;KBJC;America/Denver
BJD;small_airport;Bakkafjörður Airport;66.02189636230469;-14.824399948120117;14;EU;IS;Bakkafjörður;BIBK;Atlantic/Reykjavik
BJF;medium_airport;Båtsfjord Airport;70.60050201416;29.691400527954;490;EU;NO;Båtsfjord;ENBS;Europe/Oslo
BJH;small_airport;Bajhang Airport;29.538999557495117;81.1854019165039;4100;AS;NP;Bajhang;VNBG;Asia/Kathmandu
BJI;medium_airport;Bemidji Regional Airport;47.50939941;-94.93370056;1391;NA;US;Bemidji;KBJI;America/Chicago
BJJ;small_airport;Wayne County Airport;40.874801635699995;-81.88829803470001;1136;NA;US;Wooster;KBJJ;America/New_York
BJK;small_airport;Nangasuri Airport;-6.066199779510498;134.2740020751953;82;AS;ID;Maikoor Island;WAPK;Asia/Jayapura
BJL;medium_airport;Banjul International Airport;13.338000297546387;-16.65220069885254;95;AF;GM;Banjul;GBYD;Africa/Banjul
BJM;medium_airport;Bujumbura International Airport;-3.3240199089050293;29.318500518798828;2582;AF;BI;Bujumbura;HBBA;Africa/Bujumbura
BJO;medium_airport;Bermejo Airport;-22.7733001709;-64.31289672850001;1249;SA;BO;Bermejo;SLBJ;America/La_Paz
BJP;small_airport;Estadual Arthur Siqueira Airport;-22.979162;-46.537508;2887;SA;BR;Bragança Paulista;SBBP;America/Sao_Paulo
BJR;medium_airport;Bahir Dar Airport;11.608099937438965;37.32160186767578;5978;AF;ET;Bahir Dar;HABD;Africa/Addis_Ababa
BJU;small_airport;Bajura Airport;29.50200080871582;81.66899871826172;4300;AS;NP;Bajura;VNBR;Asia/Kathmandu
BJV;large_airport;Milas Bodrum International Airport;37.25059890749999;27.6643009186;21;AS;TR;Bodrum;LTFE;Europe/Istanbul
BJX;medium_airport;Del Bajío International Airport;20.993499755900004;-101.481002808;5956;NA;MX;Silao;MMLO;America/Mexico_City
BJY;medium_airport;Batajnica Air Base;44.935299;20.2575;265;EU;RS;Batajnica;LYBT;Europe/Belgrade
BJZ;medium_airport;Badajoz Airport;38.891300201416016;-6.8213300704956055;609;EU;ES;Badajoz;LEBZ;Europe/Madrid
BKB;medium_airport;Nal Airport;28.070600509643555;73.20719909667969;750;AS;IN;Bikaner;VIBK;Asia/Kolkata
BKC;medium_airport;Buckland Airport;65.9815979004;-161.149002075;31;NA;US;Buckland;PABL;America/Anchorage
BKD;small_airport;Stephens County Airport;32.71900177;-98.89099884030001;1284;NA;US;Breckenridge;KBKD;America/Chicago
BKE;medium_airport;Baker City Municipal Airport;44.837299346900004;-117.808998108;3373;NA;US;Baker City;KBKE;America/Los_Angeles
BKG;small_airport;Branson Airport;36.532082;-93.200544;1302;NA;US;Branson;KBBG;America/Chicago
BKH;medium_airport;Barking Sands Airport;22.022800445599998;-159.785003662;23;NA;US;Kekaha;PHBK;Pacific/Honolulu
BKI;medium_airport;Kota Kinabalu International Airport;5.9372100830078125;116.0510025024414;10;AS;MY;Kota Kinabalu;WBKK;Asia/Kuching
BKJ;small_airport;Boké Baralande Airport;10.9658;-14.2811;164;AF;GN;Boké;GUOK;Africa/Conakry
BKK;large_airport;Suvarnabhumi Airport;13.681099891662598;100.74700164794922;5;AS;TH;Bangkok;VTBS;Asia/Bangkok
BKL;medium_airport;Burke Lakefront Airport;41.51750183105469;-81.68329620361328;583;NA;US;Cleveland;KBKL;America/New_York
BKM;small_airport;Bakalalan Airport;3.9739999771118164;115.61799621582031;2900;AS;MY;Bakalalan;WBGQ;Asia/Kuching
BKO;medium_airport;Senou Airport;12.533499717712402;-7.949940204620361;1247;AF;ML;Senou;GABS;Africa/Bamako
BKP;small_airport;Barkly Downs Airport;-20.4958333333;138.474722222;810;OC;AU;;YBAW;Australia/Brisbane
BKQ;medium_airport;Blackall Airport;-24.427799224900003;145.429000854;928;OC;AU;Blackall;YBCK;Australia/Brisbane
BKR;small_airport;Bokoro Airport;12.383000373840332;17.066999435424805;984;AF;TD;Bokoro;FTTK;Africa/Ndjamena
BKS;medium_airport;Fatmawati Soekarno Airport;-3.8637;102.338997;50;AS;ID;Bengkulu-Sumatra Island;WIGG;Asia/Jakarta
BKT;small_airport;Allen C Perkinson Blackstone Army Air Field;37.0741996765;-77.9574966431;439;NA;US;Blackstone;KBKT;America/New_York
BKU;small_airport;Betioky Airport;-23.732999801635742;44.388999938964844;919;AF;MG;Betioky;FMSV;Indian/Antananarivo
BKW;medium_airport;Raleigh County Memorial Airport;37.787300109899995;-81.1241989136;2504;NA;US;Beckley;KBKW;America/New_York
BKX;small_airport;Brookings Regional Airport;44.3047981262207;-96.81690216064453;1648;NA;US;Brookings;KBKX;America/Chicago
BKY;medium_airport;Bukavu Kavumu Airport;-2.3089799880981445;28.808799743652344;5643;AF;CD;;FZMA;Africa/Lubumbashi
BKZ;small_airport;Bukoba Airport;-1.332;31.8212;3745;AF;TZ;Bukoba;HTBU;Africa/Dar_es_Salaam
BLA;medium_airport;General Jose Antonio Anzoategui International Airport;10.107099533081055;-64.68920135498047;26;SA;VE;Barcelona;SVBC;America/Caracas
BLB;small_airport;Panama Pacific International Airport;8.91479;-79.599602;52;NA;PA;Panamá City;MPPA;America/Panama
BLC;small_airport;Bali Airport;5.89527777778;10.0338888889;4465;AF;CM;Bali;FKKG;Africa/Douala
BLD;small_airport;Boulder City Municipal Airport;35.9474983215;-114.861000061;2201;NA;US;Boulder City;KBVU;America/Los_Angeles
BLE;medium_airport;Borlange Airport;60.422000885009766;15.515199661254883;503;EU;SE;;ESSD;Europe/Stockholm
BLF;medium_airport;Mercer County Airport;37.295799255371094;-81.20770263671875;2857;NA;US;Bluefield;KBLF;America/New_York
BLG;small_airport;Belaga Airport;2.65000009537;113.766998291;200;AS;MY;Belaga;WBGC;Asia/Kuching
BLH;medium_airport;Blythe Airport;33.6192016602;-114.717002869;399;NA;US;Blythe;KBLH;America/Los_Angeles
BLI;medium_airport;Bellingham International Airport;48.79280090332031;-122.53800201416016;170;NA;US;Bellingham;KBLI;America/Los_Angeles
BLJ;medium_airport;Batna Airport;35.752101898199996;6.308589935300001;2697;AF;DZ;Batna;DABT;Africa/Algiers
BLK;medium_airport;Blackpool International Airport;53.77170181274414;-3.0286099910736084;34;EU;GB;Blackpool;EGNH;Europe/London
BLL;large_airport;Billund Airport;55.7402992249;9.15178012848;247;EU;DK;Billund;EKBI;Europe/Copenhagen
BLM;small_airport;Monmouth Executive Airport;40.18690109;-74.12490082;153;NA;US;Belmar/Farmingdale;KBLM;America/New_York
BLN;medium_airport;Benalla Airport;-36.55189895629883;146.0070037841797;569;OC;AU;;YBLA;Australia/Melbourne
BLO;small_airport;Hjaltabakki Airport;65.6449966430664;-20.287500381469727;131;EU;IS;Blönduós;BIBL;Atlantic/Reykjavik
BLP;small_airport;Huallaga Airport;-7.06056022644043;-76.58219909667969;980;SA;PE;Bellavista;SPBL;America/Lima
BLQ;large_airport;Bologna Guglielmo Marconi Airport;44.5354;11.2887;123;EU;IT;Bologna;LIPE;Europe/Rome
BLR;large_airport;Kempegowda International Airport;13.1979;77.706299;3000;AS;IN;Bangalore;VOBL;Asia/Kolkata
BLS;small_airport;Bollon Airport;-28.058300018310547;147.48300170898438;182;OC;AU;;YBLL;Australia/Brisbane
BLT;medium_airport;Blackwater Airport;-23.603099822998047;148.8070068359375;657;OC;AU;;YBTR;Australia/Brisbane
BLU;small_airport;Blue Canyon Nyack Airport;39.2750015259;-120.709999084;5284;NA;US;Emigrant Gap;KBLU;America/Los_Angeles
BLV;large_airport;Scott AFB/Midamerica Airport;38.5452;-89.835197;459;NA;US;Belleville;KBLV;America/Chicago
BLX;small_airport;Belluno Airport;46.166549;12.250389;1240;EU;IT;Belluno (BL);LIDB;Europe/Rome
BLY;small_airport;Belmullet Aerodrome;54.2228012085;-10.0307998657;150;EU;IE;Belmullet;EIBT;Europe/Dublin
BLZ;medium_airport;Chileka International Airport;-15.679100036621094;34.9739990234375;2555;AF;MW;Blantyre;FWCL;Africa/Blantyre
BMA;medium_airport;Stockholm-Bromma Airport;59.354400634765625;17.941699981689453;47;EU;SE;Stockholm;ESSB;Europe/Stockholm
BMB;small_airport;Bumbar Airport;2.1827800273895264;22.481700897216797;;AF;CD;Bumbar;FZFU;Africa/Kinshasa
BMC;small_airport;Brigham City Airport;41.5523986816;-112.06199646;4229;NA;US;Brigham City;KBMC;America/Denver
BMD;small_airport;Belo sur Tsiribihina Airport;-19.6867008209;44.541900634799994;154;AF;MG;Belo sur Tsiribihina;FMML;Indian/Antananarivo
BME;medium_airport;Broome International Airport;-17.944700241088867;122.23200225830078;56;OC;AU;Broome;YBRM;Australia/Perth
BMF;small_airport;Bakouma Airport;5.693999767303467;22.801000595092773;1640;AF;CF;Bakouma;FEGM;Africa/Bangui
BMG;medium_airport;Monroe County Airport;39.145999908447266;-86.61669921875;846;NA;US;Bloomington;KBMG;America/Indiana/Indianapolis
BMH;small_airport;Bomai Airport;-6.37316666667;144.637;3300;OC;PG;Bomai;AYBO;Pacific/Port_Moresby
BMI;large_airport;Central Illinois Regional Airport at Bloomington-Normal;40.47710037;-88.91590118;871;NA;US;Bloomington/Normal;KBMI;America/Chicago
BMJ;small_airport;Baramita Airport;7.370120048522949;-60.487998962402344;328;SA;GY;Baramita;SYBR;America/Guyana
BMK;small_airport;Borkum Airport;53.5963897705;6.70916700363;3;EU;DE;Borkum;EDWR;Europe/Berlin
BML;small_airport;Berlin Regional Airport;44.57540131;-71.17590332;1161;NA;US;Berlin;KBML;America/New_York
BMM;medium_airport;Bitam Airport;2.0756399631500244;11.493200302124023;1969;AF;GA;Bitam;FOOB;Africa/Libreville
BMN;small_airport;Bamarni Airport;37.09880065917969;43.2666015625;3455;AS;IQ;Bamarni;ORBB;Asia/Baghdad
BMO;small_airport;Banmaw Airport;24.268999099731445;97.24620056152344;370;AS;MM;Banmaw;VYBM;Asia/Rangoon
BMP;small_airport;Brampton Island Airport;-20.803300857543945;149.27000427246094;11;OC;AU;;YBPI;Australia/Brisbane
BMQ;small_airport;Bamburi Airport;-3.98191;39.730768;52;AF;KE;;HKBM;Africa/Nairobi
BMR;small_airport;Baltrum Airport;53.72472381591797;7.373332977294922;7;EU;DE;Baltrum;EDWZ;Europe/Berlin
BMS;small_airport;Sócrates Mariani Bittencourt Airport;-14.255399703979492;-41.817501068115234;1673;SA;BR;Brumado;SNBU;America/Bahia
BMT;small_airport;Beaumont Municipal Airport;30.0706996918;-94.21579742430002;32;NA;US;Beaumont;KBMT;America/Chicago
BMU;small_airport;Muhammad Salahuddin Airport;-8.5396499633789;118.68699645996;3;AS;ID;Bima-Sumbawa Island;WADB;Asia/Makassar
BMV;medium_airport;Buon Ma Thuot Airport;12.668299675;108.120002747;1729;AS;VN;Buon Ma Thuot;VVBM;Asia/Ho_Chi_Minh
BMW;small_airport;Bordj Badji Mokhtar Airport;21.375;0.923888981342;1303;AF;DZ;Bordj Badji Mokhtar;DATM;Africa/Algiers
BMX;small_airport;Big Mountain Airport;59.3611984253;-155.259002686;663;NA;US;Big Mountain;PABM;America/Anchorage
BMY;medium_airport;Île Art - Waala Airport;-19.720600128173828;163.66099548339844;306;OC;NC;Waala;NWWC;Pacific/Noumea
BMZ;small_airport;Bamu Airport;-7.8485;143.2433;50;OC;PG;Bamu;AYBF;Pacific/Port_Moresby
BNA;large_airport;Nashville International Airport;36.1245002746582;-86.6781997680664;599;NA;US;Nashville;KBNA;America/Chicago
BNB;small_airport;Boende Airport;-0.21699999272823334;20.850000381469727;1168;AF;CD;Boende;FZGN;Africa/Kinshasa
BNC;small_airport;Beni Airport;0.574999988079071;29.473899841308594;3517;AF;CD;Beni;FZNP;Africa/Lubumbashi
BND;medium_airport;Bandar Abbas International Airport;27.218299865722656;56.37779998779297;22;AS;IR;Bandar Abbas;OIKB;Asia/Tehran
BNE;large_airport;Brisbane International Airport;-27.384199142456055;153.11700439453125;13;OC;AU;Brisbane;YBBN;Australia/Brisbane
BNG;small_airport;Banning Municipal Airport;33.9230995178;-116.850997925;2219;NA;US;Banning;KBNG;America/Los_Angeles
BNI;medium_airport;Benin Airport;6.316979885101318;5.5995001792907715;258;AF;NG;Benin;DNBE;Africa/Lagos
BNJ;small_airport;Bonn-Hangelar Airport;50.7688903809;7.16333293915;197;EU;DE;Bonn;EDKB;Europe/Berlin
BNK;medium_airport;Ballina Byron Gateway Airport;-28.8339004517;153.56199646;7;OC;AU;Ballina;YBNA;Australia/Sydney
BNL;small_airport;Barnwell Regional Airport;33.25780106;-81.38829803;246;NA;US;Barnwell;KBNL;America/New_York
BNM;small_airport;Bodinumu Airport;-9.107777777779999;147.666722222;3700;OC;PG;Bodinumu;AYBD;Pacific/Port_Moresby
BNN;medium_airport;Brønnøysund Airport;65.461097717285;12.217499732971;25;EU;NO;Brønnøy;ENBN;Europe/Oslo
BNO;medium_airport;Burns Municipal Airport;43.5918998718;-118.955001831;4148;NA;US;Burns;KBNO;America/Los_Angeles
BNP;small_airport;Bannu Airport;32.972900390625;70.52790069580078;1325;AS;PK;Bannu;OPBN;Asia/Karachi
BNR;small_airport;Banfora Airport;10.682999610900879;-4.7170000076293945;984;AF;BF;Banfora;DFOB;Africa/Ouagadougou
BNS;medium_airport;Barinas Airport;8.619569778442383;-70.2208023071289;666;SA;VE;Barinas;SVBI;America/Caracas
BNT;small_airport;Bundi Airport;-5.742222222220001;145.2275;4400;OC;PG;Bundi;AYDI;Pacific/Port_Moresby
BNU;small_airport;Blumenau Airport;-26.83060073852539;-49.090301513671875;60;SA;BR;Blumenau;SSBL;America/Sao_Paulo
BNW;small_airport;Boone Municipal Airport;42.0495986938;-93.8476028442;1160;NA;US;Boone;KBNW;America/Chicago
